"","date","ID","Provider","ScientificName","DecimalLatitude","DecimalLongitude","StartCollectionDate","EndCollectionDate","Citation","Country","StateProvince","CountyName","GUID","Kingdom","GeoreferenceProtocol","Memo","DateLastModified","CollectionDatePrecision","CoordinateUncertaintyInMeters","GeodeticDatum","CoordinatePrecision","Language","URL","LocationValue","LocationStandard","LocalityType"
"239414","2012-02-02",2275143,"Nonindigenous Aquatic Species Program","Neogobius melanostomus",42.8734588623,-79.1932830811,"2012-02-02 14:21:54","2012-02-02 14:21:54","USGS/NAS database. 2012.","Canada",NA,"","",5,NA,"","",NA,NA,NA,NA,"English","",NA,NA,NA
"239415","2012-02-02",2275144,"Nonindigenous Aquatic Species Program","Neogobius melanostomus",43.21,-79.2522,"2012-02-02 14:21:54","2012-02-02 14:21:54","USGS/NAS database. 2012.","Canada",NA,"","",5,NA,"","",NA,NA,NA,NA,"English","",NA,NA,NA
"239416","2012-02-02",2275145,"Nonindigenous Aquatic Species Program","Neogobius melanostomus",42.6535720825,-81.0074920654,"2012-02-02 14:21:54","2012-02-02 14:21:54","USGS/NAS database. 2012.","Canada",NA,"","",5,NA,"","",NA,NA,NA,NA,"English","",NA,NA,NA
"239417","2012-02-02",2275146,"Nonindigenous Aquatic Species Program","Gymnocephalus cernua",48.41009,-89.21706,"2012-02-02 14:21:54","2012-02-02 14:21:54","USGS/NAS database. 2012.","Canada",NA,"","",5,NA,"","",NA,NA,NA,NA,"English","",NA,NA,NA
"239418","2012-02-02",2275147,"Nonindigenous Aquatic Species Program","Gymnocephalus cernua",48.41009,-89.21706,"2012-02-02 14:21:54","2012-02-02 14:21:54","USGS/NAS database. 2012.","Canada",NA,"","",5,NA,"","",NA,NA,NA,NA,"English","",NA,NA,NA
"239419","2012-02-02",2275148,"Nonindigenous Aquatic Species Program","Gymnocephalus cernua",48.41009,-89.21706,"2012-02-02 14:21:54","2012-02-02 14:21:54","USGS/NAS database. 2012.","Canada",NA,"","",5,NA,"","",NA,NA,NA,NA,"English","",NA,NA,NA
"239420","2012-02-02",2275149,"Nonindigenous Aquatic Species Program","Neogobius melanostomus",42.6072502136,-80.7121810913,"2012-02-02 14:21:54","2012-02-02 14:21:54","USGS/NAS database. 2012.","Canada",NA,"","",5,NA,"","",NA,NA,NA,NA,"English","",NA,NA,NA
"239421","2012-02-02",2275150,"Nonindigenous Aquatic Species Program","Neogobius melanostomus",42.6513977051,-80.9970626831,"2012-02-02 14:21:54","2012-02-02 14:21:54","USGS/NAS database. 2012.","Canada",NA,"","",5,NA,"","",NA,NA,NA,NA,"English","",NA,NA,NA
"239422","2012-02-02",2275151,"Nonindigenous Aquatic Species Program","Neogobius melanostomus",43.242226,-79.220589,"2012-02-02 14:21:54","2012-02-02 14:21:54","USGS/NAS database. 2012.","Canada",NA,"","",5,NA,"","",NA,NA,NA,NA,"English","",NA,NA,NA
"239423","2012-02-02",2275152,"Nonindigenous Aquatic Species Program","Neogobius melanostomus",42.9439125061,-79.1862411499,"2012-02-02 14:21:54","2012-02-02 14:21:54","USGS/NAS database. 2012.","Canada",NA,"","",5,NA,"","",NA,NA,NA,NA,"English","",NA,NA,NA
"239424","2012-02-02",2275153,"Nonindigenous Aquatic Species Program","Neogobius melanostomus",43.5293807983,-81.7221069336,"2012-02-02 14:21:54","2012-02-02 14:21:54","USGS/NAS database. 2012.","Canada",NA,"","",5,NA,"","",NA,NA,NA,NA,"English","",NA,NA,NA
"239425","2012-02-02",2275154,"Nonindigenous Aquatic Species Program","Neogobius melanostomus",43.2883071899,-81.8330535889,"2012-02-02 14:21:54","2012-02-02 14:21:54","USGS/NAS database. 2012.","Canada",NA,"","",5,NA,"","",NA,NA,NA,NA,"English","",NA,NA,NA
"239426","2012-02-02",2275155,"Nonindigenous Aquatic Species Program","Neogobius melanostomus",43.2286987305,-81.9196929932,"2012-02-02 14:21:55","2012-02-02 14:21:54","USGS/NAS database. 2012.","Canada",NA,"","",5,NA,"","",NA,NA,NA,NA,"English","",NA,NA,NA
"239427","2012-02-02",2275156,"Nonindigenous Aquatic Species Program","Neogobius melanostomus",44.0482788,-77.0967,"2012-02-02 14:21:55","2012-02-02 14:21:55","USGS/NAS database. 2012.","Canada",NA,"","",5,NA,"","",NA,NA,NA,NA,"English","",NA,NA,NA
"239428","2012-02-02",2275157,"Nonindigenous Aquatic Species Program","Neogobius melanostomus",43.3006,-79.85,"2012-02-02 14:21:55","2012-02-02 14:21:55","USGS/NAS database. 2012.","Canada",NA,"","",5,NA,"","",NA,NA,NA,NA,"English","",NA,NA,NA
"239429","2012-02-02",2275158,"Nonindigenous Aquatic Species Program","Neogobius melanostomus",43.2014312744,-79.2459335327,"2012-02-02 14:21:55","2012-02-02 14:21:55","USGS/NAS database. 2012.","Canada",NA,"","",5,NA,"","",NA,NA,NA,NA,"English","",NA,NA,NA
"239430","2012-02-02",2275159,"Nonindigenous Aquatic Species Program","Neogobius melanostomus",44.8432884216,-79.8493652344,"2012-02-02 14:21:55","2012-02-02 14:21:55","USGS/NAS database. 2012.","Canada",NA,"","",5,NA,"","",NA,NA,NA,NA,"English","",NA,NA,NA
"239431","2012-02-02",2275160,"Nonindigenous Aquatic Species Program","Neogobius melanostomus",41.9750137329,-82.8382415771,"2012-02-02 14:21:55","2012-02-02 14:21:55","USGS/NAS database. 2012.","Canada",NA,"","",5,NA,"","",NA,NA,NA,NA,"English","",NA,NA,NA
"239432","2012-02-02",2275161,"Nonindigenous Aquatic Species Program","Gymnocephalus cernua",48.39249,-89.21334,"2012-02-02 14:21:55","2012-02-02 14:21:55","USGS/NAS database. 2012.","Canada",NA,"","",5,NA,"","",NA,NA,NA,NA,"English","",NA,NA,NA
"239433","2012-02-02",2275162,"Nonindigenous Aquatic Species Program","Gymnocephalus cernua",48.3515635879,-89.220884296,"2012-02-02 14:21:55","2012-02-02 14:21:55","USGS/NAS database. 2012.","Canada",NA,"","",5,NA,"","",NA,NA,NA,NA,"English","",NA,NA,NA
"239434","2012-02-02",2275163,"Nonindigenous Aquatic Species Program","Neogobius melanostomus",42.575,-82.563,"2012-02-02 14:21:55","2012-02-02 14:21:55","USGS/NAS database. 2012.","Canada",NA,"","",5,NA,"","",NA,NA,NA,NA,"English","",NA,NA,NA
"239435","2012-02-02",2275164,"Nonindigenous Aquatic Species Program","Neogobius melanostomus",42.9761428833,-82.414276123,"2012-02-02 14:21:55","2012-02-02 14:21:55","USGS/NAS database. 2012.","Canada",NA,"","",5,NA,"","",NA,NA,NA,NA,"English","",NA,NA,NA
"241451","2012-02-02",2277180,"Nonindigenous Aquatic Species Program","Neogobius melanostomus",46.760091,-71.244278,"2012-02-02 14:22:14","2012-02-02 14:22:14","USGS/NAS database. 2012.","Canada",NA,"","",5,NA,"","",NA,NA,NA,NA,"English","",NA,NA,NA
"246404","2012-02-02",2282137,"Nonindigenous Aquatic Species Program","Gasterosteus aculeatus",48.45146,-89.18075,"2012-02-02 14:23:05","2012-02-02 14:23:05","USGS/NAS database. 2012.","Canada",NA,"","",5,NA,"","",NA,NA,NA,NA,"English","",NA,NA,NA
"246412","2012-02-02",2282145,"Nonindigenous Aquatic Species Program","Apeltes quadracus",48.467580343,-89.0097343305,"2012-02-02 14:23:05","2012-02-02 14:23:05","USGS/NAS database. 2012.","Canada",NA,"","",5,NA,"","",NA,NA,NA,NA,"English","",NA,NA,NA
"246428","2012-02-02",2282161,"Nonindigenous Aquatic Species Program","Lepisosteus platyrhincus",43.905808,-80.079346,"2012-02-02 14:23:05","2012-02-02 14:23:05","USGS/NAS database. 2012.","Canada",NA,"","",5,NA,"","",NA,NA,NA,NA,"English","",NA,NA,NA
"246438","2012-02-02",2282171,"Nonindigenous Aquatic Species Program","Gymnocephalus cernua",48.470535,-89.180951,"2012-02-02 14:23:05","2012-02-02 14:23:05","USGS/NAS database. 2012.","Canada",NA,"","",5,NA,"","",NA,NA,NA,NA,"English","",NA,NA,NA
"246474","2012-02-02",2282207,"Nonindigenous Aquatic Species Program","Neogobius melanostomus",42.8352,-79.0882,"2012-02-02 14:23:06","2012-02-02 14:23:06","USGS/NAS database. 2012.","Canada",NA,"","",5,NA,"","",NA,NA,NA,NA,"English","",NA,NA,NA
"246475","2012-02-02",2282208,"Nonindigenous Aquatic Species Program","Neogobius melanostomus",42.98054,-82.407074,"2012-02-02 14:23:06","2012-02-02 14:23:06","USGS/NAS database. 2012.","Canada",NA,"","",5,NA,"","",NA,NA,NA,NA,"English","",NA,NA,NA
"246476","2012-02-02",2282209,"Nonindigenous Aquatic Species Program","Neogobius melanostomus",42.6680856514,-80.3298386556,"2012-02-02 14:23:06","2012-02-02 14:23:06","USGS/NAS database. 2012.","Canada",NA,"","",5,NA,"","",NA,NA,NA,NA,"English","",NA,NA,NA
"246477","2012-02-02",2282210,"Nonindigenous Aquatic Species Program","Neogobius melanostomus",43.18305,-79.27234,"2012-02-02 14:23:06","2012-02-02 14:23:06","USGS/NAS database. 2012.","Canada",NA,"","",5,NA,"","",NA,NA,NA,NA,"English","",NA,NA,NA
"246478","2012-02-02",2282211,"Nonindigenous Aquatic Species Program","Neogobius melanostomus",44.1626481796,-77.1688733767,"2012-02-02 14:23:06","2012-02-02 14:23:06","USGS/NAS database. 2012.","Canada",NA,"","",5,NA,"","",NA,NA,NA,NA,"English","",NA,NA,NA
"246524","2012-02-02",2282257,"Nonindigenous Aquatic Species Program","Gymnocephalus cernua",48.41009,-89.21706,"2012-02-02 14:23:07","2012-02-02 14:23:07","USGS/NAS database. 2012.","Canada",NA,"","",5,NA,"","",NA,NA,NA,NA,"English","",NA,NA,NA
"246550","2012-02-02",2282283,"Nonindigenous Aquatic Species Program","Gymnocephalus cernua",48.467580343,-89.0097343305,"2012-02-02 14:23:07","2012-02-02 14:23:07","USGS/NAS database. 2012.","Canada",NA,"","",5,NA,"","",NA,NA,NA,NA,"English","",NA,NA,NA
"246569","2012-02-02",2282302,"Nonindigenous Aquatic Species Program","Hypophthalmichthys nobilis",41.907387,-82.65976,"2012-02-02 14:23:07","2012-02-02 14:23:07","USGS/NAS database. 2012.","Canada",NA,"","",5,NA,"","",NA,NA,NA,NA,"English","",NA,NA,NA
"246604","2012-02-02",2282337,"Nonindigenous Aquatic Species Program","Gasterosteus aculeatus",48.43649,-88.626709,"2012-02-02 14:23:07","2012-02-02 14:23:07","USGS/NAS database. 2012.","Canada",NA,"","",5,NA,"","",NA,NA,NA,NA,"English","",NA,NA,NA
"246605","2012-02-02",2282338,"Nonindigenous Aquatic Species Program","Gasterosteus aculeatus",48.730832,-88.505859,"2012-02-02 14:23:07","2012-02-02 14:23:07","USGS/NAS database. 2012.","Canada",NA,"","",5,NA,"","",NA,NA,NA,NA,"English","",NA,NA,NA
"246606","2012-02-02",2282339,"Nonindigenous Aquatic Species Program","Gasterosteus aculeatus",46.86958,-84.633179,"2012-02-02 14:23:08","2012-02-02 14:23:08","USGS/NAS database. 2012.","Canada",NA,"","",5,NA,"","",NA,NA,NA,NA,"English","",NA,NA,NA
"246666","2012-02-02",2282399,"Nonindigenous Aquatic Species Program","Platichthys flesus",48.3594,-89.2231,"2012-02-02 14:23:08","2012-02-02 14:23:08","USGS/NAS database. 2012.","Canada",NA,"","",5,NA,"","",NA,NA,NA,NA,"English","",NA,NA,NA
"246754","2012-02-02",2282487,"Nonindigenous Aquatic Species Program","Neogobius melanostomus",48.3515635879,-89.220884296,"2012-02-02 14:24:25","2012-02-02 14:24:25","USGS/NAS database. 2012.","Canada",NA,"","",5,NA,"","",NA,NA,NA,NA,"English","",NA,NA,NA
"246755","2012-02-02",2282488,"Nonindigenous Aquatic Species Program","Morone americana",48.3515635879,-89.220884296,"2012-02-02 14:24:25","2012-02-02 14:24:25","USGS/NAS database. 2012.","Canada",NA,"","",5,NA,"","",NA,NA,NA,NA,"English","",NA,NA,NA
"246782","2012-02-02",2282515,"Nonindigenous Aquatic Species Program","Neogobius melanostomus",43.1028,-79.2333,"2012-02-02 14:24:26","2012-02-02 14:24:26","USGS/NAS database. 2012.","Canada",NA,"","",5,NA,"","",NA,NA,NA,NA,"English","",NA,NA,NA
"246783","2012-02-02",2282516,"Nonindigenous Aquatic Species Program","Neogobius melanostomus",43.334917,-79.767265,"2012-02-02 14:24:26","2012-02-02 14:24:26","USGS/NAS database. 2012.","Canada",NA,"","",5,NA,"","",NA,NA,NA,NA,"English","",NA,NA,NA
"246784","2012-02-02",2282517,"Nonindigenous Aquatic Species Program","Neogobius melanostomus",42.8498783626,-79.7111408096,"2012-02-02 14:24:26","2012-02-02 14:24:26","USGS/NAS database. 2012.","Canada",NA,"","",5,NA,"","",NA,NA,NA,NA,"English","",NA,NA,NA
"246785","2012-02-02",2282518,"Nonindigenous Aquatic Species Program","Neogobius melanostomus",44.2403388412,-76.4237663021,"2012-02-02 14:24:26","2012-02-02 14:24:26","USGS/NAS database. 2012.","Canada",NA,"","",5,NA,"","",NA,NA,NA,NA,"English","",NA,NA,NA
"246786","2012-02-02",2282519,"Nonindigenous Aquatic Species Program","Neogobius melanostomus",43.18305,-79.27234,"2012-02-02 14:24:26","2012-02-02 14:24:26","USGS/NAS database. 2012.","Canada",NA,"","",5,NA,"","",NA,NA,NA,NA,"English","",NA,NA,NA
"246787","2012-02-02",2282520,"Nonindigenous Aquatic Species Program","Neogobius melanostomus",44.2137961348,-76.6449555218,"2012-02-02 14:24:26","2012-02-02 14:24:26","USGS/NAS database. 2012.","Canada",NA,"","",5,NA,"","",NA,NA,NA,NA,"English","",NA,NA,NA
"246788","2012-02-02",2282521,"Nonindigenous Aquatic Species Program","Neogobius melanostomus",44.2182199192,-76.9988582733,"2012-02-02 14:24:26","2012-02-02 14:24:26","USGS/NAS database. 2012.","Canada",NA,"","",5,NA,"","",NA,NA,NA,NA,"English","",NA,NA,NA
"246789","2012-02-02",2282522,"Nonindigenous Aquatic Species Program","Neogobius melanostomus",42.7318485394,-80.2812632048,"2012-02-02 14:24:26","2012-02-02 14:24:26","USGS/NAS database. 2012.","Canada",NA,"","",5,NA,"","",NA,NA,NA,NA,"English","",NA,NA,NA
"246790","2012-02-02",2282523,"Nonindigenous Aquatic Species Program","Neogobius melanostomus",42.3333861457,-82.9079282776,"2012-02-02 14:24:26","2012-02-02 14:24:26","USGS/NAS database. 2012.","Canada",NA,"","",5,NA,"","",NA,NA,NA,NA,"English","",NA,NA,NA
"246792","2012-02-02",2282525,"Nonindigenous Aquatic Species Program","Neogobius melanostomus",44.0872155768,-81.7577946054,"2012-02-02 14:24:26","2012-02-02 14:24:26","USGS/NAS database. 2012.","Canada",NA,"","",5,NA,"","",NA,NA,NA,NA,"English","",NA,NA,NA
"246842","2012-02-02",2282575,"Nonindigenous Aquatic Species Program","Alosa pseudoharengus    ",48.08333,-89.43417,"2012-02-02 14:24:27","2012-02-02 14:24:27","USGS/NAS database. 2012.","Canada",NA,"","",5,NA,"","",NA,NA,NA,NA,"English","",NA,NA,NA
"246843","2012-02-02",2282576,"Nonindigenous Aquatic Species Program","Alosa pseudoharengus    ",48.929718,-88.231201,"2012-02-02 14:24:27","2012-02-02 14:24:27","USGS/NAS database. 2012.","Canada",NA,"","",5,NA,"","",NA,NA,NA,NA,"English","",NA,NA,NA
"246844","2012-02-02",2282577,"Nonindigenous Aquatic Species Program","Alosa pseudoharengus    ",47.5865,-85.008,"2012-02-02 14:24:27","2012-02-02 14:24:27","USGS/NAS database. 2012.","Canada",NA,"","",5,NA,"","",NA,NA,NA,NA,"English","",NA,NA,NA
"246845","2012-02-02",2282578,"Nonindigenous Aquatic Species Program","Alosa pseudoharengus    ",46.9167,-84.75,"2012-02-02 14:24:27","2012-02-02 14:24:27","USGS/NAS database. 2012.","Canada",NA,"","",5,NA,"","",NA,NA,NA,NA,"English","",NA,NA,NA
"246846","2012-02-02",2282579,"Nonindigenous Aquatic Species Program","Alosa pseudoharengus    ",46.927759,-84.70459,"2012-02-02 14:24:27","2012-02-02 14:24:27","USGS/NAS database. 2012.","Canada",NA,"","",5,NA,"","",NA,NA,NA,NA,"English","",NA,NA,NA
"247390","2012-02-02",2283123,"Nonindigenous Aquatic Species Program","Neogobius melanostomus",44.3077660477,-77.9555203073,"2012-02-02 14:24:32","2012-02-02 14:24:32","USGS/NAS database. 2012.","Canada",NA,"","",5,NA,"","",NA,NA,NA,NA,"English","",NA,NA,NA
"248072","2012-02-02",2283806,"Nonindigenous Aquatic Species Program","Gymnocephalus cernua",48.42191,-89.193192,"2012-02-02 14:24:38","2012-02-02 14:24:38","USGS/NAS database. 2012.","Canada",NA,"","",5,NA,"","",NA,NA,NA,NA,"English","",NA,NA,NA
"248073","2012-02-02",2283807,"Nonindigenous Aquatic Species Program","Gymnocephalus cernua",48.42191,-89.193192,"2012-02-02 14:24:38","2012-02-02 14:24:38","USGS/NAS database. 2012.","Canada",NA,"","",5,NA,"","",NA,NA,NA,NA,"English","",NA,NA,NA
"248759","2012-02-02",2284493,"Nonindigenous Aquatic Species Program","Alosa sapidissima",44.962484933,-82.285720383,"2012-02-02 14:24:45","2012-02-02 14:24:45","USGS/NAS database. 2012.","Canada",NA,"","",5,NA,"","",NA,NA,NA,NA,"English","",NA,NA,NA
"248760","2012-02-02",2284494,"Nonindigenous Aquatic Species Program","Anguilla rostrata",44.962484933,-82.285720383,"2012-02-02 14:24:45","2012-02-02 14:24:45","USGS/NAS database. 2012.","Canada",NA,"","",5,NA,"","",NA,NA,NA,NA,"English","",NA,NA,NA
"248761","2012-02-02",2284495,"Nonindigenous Aquatic Species Program","Ctenopharyngodon idella",44.962484933,-82.285720383,"2012-02-02 14:24:45","2012-02-02 14:24:45","USGS/NAS database. 2012.","Canada",NA,"","",5,NA,"","",NA,NA,NA,NA,"English","",NA,NA,NA
"248762","2012-02-02",2284496,"Nonindigenous Aquatic Species Program","Morone mississippiensis",44.962484933,-82.285720383,"2012-02-02 14:24:45","2012-02-02 14:24:45","USGS/NAS database. 2012.","Canada",NA,"","",5,NA,"","",NA,NA,NA,NA,"English","",NA,NA,NA
"248763","2012-02-02",2284497,"Nonindigenous Aquatic Species Program","Ictiobus niger",44.962484933,-82.285720383,"2012-02-02 14:24:45","2012-02-02 14:24:45","USGS/NAS database. 2012.","Canada",NA,"","",5,NA,"","",NA,NA,NA,NA,"English","",NA,NA,NA
"248764","2012-02-02",2284498,"Nonindigenous Aquatic Species Program","Morone saxatilis",44.962484933,-82.285720383,"2012-02-02 14:24:45","2012-02-02 14:24:45","USGS/NAS database. 2012.","Canada",NA,"","",5,NA,"","",NA,NA,NA,NA,"English","",NA,NA,NA
"248765","2012-02-02",2284499,"Nonindigenous Aquatic Species Program","Notropis buchanani",44.962484933,-82.285720383,"2012-02-02 14:24:45","2012-02-02 14:24:45","USGS/NAS database. 2012.","Canada",NA,"","",5,NA,"","",NA,NA,NA,NA,"English","",NA,NA,NA
"248766","2012-02-02",2284500,"Nonindigenous Aquatic Species Program","Piaractus brachypomus",44.962484933,-82.285720383,"2012-02-02 14:24:45","2012-02-02 14:24:45","USGS/NAS database. 2012.","Canada",NA,"","",5,NA,"","",NA,NA,NA,NA,"English","",NA,NA,NA
"248767","2012-02-02",2284501,"Nonindigenous Aquatic Species Program","Platichthys flesus",44.962484933,-82.285720383,"2012-02-02 14:24:45","2012-02-02 14:24:45","USGS/NAS database. 2012.","Canada",NA,"","",5,NA,"","",NA,NA,NA,NA,"English","",NA,NA,NA
"248768","2012-02-02",2284502,"Nonindigenous Aquatic Species Program","Proterorhinus semilunaris",44.962484933,-82.285720383,"2012-02-02 14:24:45","2012-02-02 14:24:45","USGS/NAS database. 2012.","Canada",NA,"","",5,NA,"","",NA,NA,NA,NA,"English","",NA,NA,NA
"248769","2012-02-02",2284503,"Nonindigenous Aquatic Species Program","Pygocentrus nattereri",44.962484933,-82.285720383,"2012-02-02 14:24:45","2012-02-02 14:24:45","USGS/NAS database. 2012.","Canada",NA,"","",5,NA,"","",NA,NA,NA,NA,"English","",NA,NA,NA
"248770","2012-02-02",2284504,"Nonindigenous Aquatic Species Program","Oncorhynchus clarkii",44.962484933,-82.285720383,"2012-02-02 14:24:45","2012-02-02 14:24:45","USGS/NAS database. 2012.","Canada",NA,"","",5,NA,"","",NA,NA,NA,NA,"English","",NA,NA,NA
